Year,State,Major Component,Proposed by State - Total,Proposed by State - % of Total,Recommended by DoSEL - Total,Recommended by DoSEL - % of Total
2020-21,Maharashtra,Teacher Education,5067.58,3.16,3450.35,2.32
2020-21,Maharashtra,Quality Interventions,40388.44,25.21,39942.67,26.92
2020-21,Maharashtra,RTE Entitlements,59482.39,37.12,56882.6,38.33
2020-21,Maharashtra,Access & Retention,8208.81,5.12,7284.09,4.91
2020-21,Maharashtra,Total of all Major Components,160223.74,100.0,148402.77,100.0
2020-21,Manipur,Vocational Education,1497.38,2.08,830.5,2.93
2020-21,Manipur,Inclusive Education,324.93,0.45,308.21,1.09
2020-21,Manipur,Gender & Equity,1892.73,2.63,1351.5,4.77
2020-21,Manipur,Financial Support for Teachers,10142.0,14.07,7757.75,27.4
2020-21,Manipur,RTE Entitlements,2079.73,2.88,2028.92,7.17
2020-21,Manipur,Sports & Physical Education,275.75,0.38,261.75,0.92
2020-21,Manipur,Quality Interventions,19692.19,27.31,6912.95,24.42
2020-21,Manipur,Program Management,4351.0,6.03,1348.03,4.76
2020-21,Manipur,Access & Retention,18202.87,25.25,3743.31,13.22
2020-21,Manipur,Total of all Major Components,72102.31,100.0,28308.78,100.0
2020-21,Manipur,Teacher Education,13608.39,18.87,3753.09,13.26
2020-21,Manipur,Monitoring of the Scheme,35.35,0.05,12.77,0.05
2020-21,Meghalaya,Quality Interventions,11337.1,19.22,8100.73,16.82
2020-21,Meghalaya,Gender & Equity,421.35,0.71,356.35,0.74
2020-21,Meghalaya,Sports & Physical Education,523.55,0.89,519.65,1.08
2020-21,Meghalaya,Teacher Education,3318.16,5.63,1250.34,2.6
2020-21,Meghalaya,Financial Support for Teachers,31429.45,53.29,27691.2,57.5
2020-21,Meghalaya,RTE Entitlements,4806.75,8.15,4806.81,9.98
2020-21,Meghalaya,Inclusive Education,257.34,0.44,171.45,0.36
2020-21,Meghalaya,Vocational Education,2665.37,4.52,555.82,1.15
2020-21,Meghalaya,Monitoring of the Scheme,18.43,0.03,18.43,0.04
2020-21,Meghalaya,Program Management,504.14,0.85,2291.97,4.76
2020-21,Meghalaya,Total of all Major Components,58976.02,100.0,48156.45,100.0
2020-21,Meghalaya,Access & Retention,3694.38,6.26,2393.7,4.97
2020-21,Mizoram,Total of all Major Components,38469.29,100.0,19923.29,100.0
2020-21,Mizoram,RTE Entitlements,1476.89,3.84,1366.85,6.86
2020-21,Mizoram,Access & Retention,6835.21,17.77,2516.09,12.63
2020-21,Mizoram,Program Management,2406.06,6.25,948.73,4.76
2020-21,Mizoram,Monitoring of the Scheme,6.14,0.02,5.38,0.03
2020-21,Mizoram,Vocational Education,662.79,1.72,470.24,2.36
2020-21,Mizoram,Quality Interventions,5242.04,13.63,3751.82,18.83
2020-21,Mizoram,Gender & Equity,890.61,2.32,493.82,2.48
2020-21,Mizoram,Financial Support for Teachers,16552.98,43.03,7466.16,37.47
2020-21,Mizoram,Teacher Education,3628.71,9.43,2343.63,11.76
2020-21,Mizoram,Sports & Physical Education,250.25,0.65,250.25,1.26
2020-21,Mizoram,Inclusive Education,517.63,1.35,310.33,1.56
2020-21,Nagaland,Access & Retention,1728.47,4.06,990.31,5.05
2020-21,Nagaland,RTE Entitlements,1297.27,3.05,1050.27,5.36
2020-21,Nagaland,Quality Interventions,10715.59,25.18,2977.45,15.19
2020-21,Nagaland,Sports & Physical Education,150.45,0.35,187.2,0.96
2020-21,Nagaland,Teacher Education,4437.21,10.43,2510.37,12.81
2020-21,Nagaland,Gender & Equity,551.74,1.3,432.17,2.2
2020-21,Nagaland,Inclusive Education,102.44,0.24,68.29,0.35
2020-21,Nagaland,Vocational Education,534.58,1.26,367.92,1.88
2020-21,Nagaland,Program Management,2169.11,5.1,933.31,4.76
2020-21,Nagaland,Total of all Major Components,42562.82,100.0,19599.55,100.0
2020-21,Nagaland,Financial Support for Teachers,20866.68,49.03,10074.72,51.4
2020-21,Nagaland,Monitoring of the Scheme,9.27,0.02,7.53,0.04
2020-21,Odisha,Access & Retention,13311.83,3.1,5654.64,1.55
2020-21,Odisha,Program Management,20932.34,4.88,17335.34,4.76
2020-21,Odisha,Total of all Major Components,428880.57,100.0,364042.09,100.0
2020-21,Odisha,Quality Interventions,94703.05,22.08,62894.16,17.28
2020-21,Odisha,Sports & Physical Education,4771.8,1.11,4722.35,1.3
2020-21,Odisha,Teacher Education,6978.4,1.63,3828.58,1.05
2020-21,Odisha,RTE Entitlements,40878.15,9.53,40664.61,11.17
2020-21,Odisha,Gender & Equity,16893.27,3.94,15917.54,4.37
2020-21,Odisha,Inclusive Education,3563.61,0.83,2710.29,0.74
2020-21,Odisha,Vocational Education,15191.23,3.54,10274.53,2.82
2020-21,Odisha,Monitoring of the Scheme,7698.35,1.79,1662.05,0.46
2020-21,Odisha,Financial Support for Teachers,203958.55,47.56,198378.02,54.49
2020-21,Puducherry,Teacher Education,201.25,5.87,129.95,4.78
2020-21,Puducherry,Gender & Equity,56.09,1.64,46.71,1.72
2020-21,Puducherry,Inclusive Education,83.92,2.45,79.76,2.94
2020-21,Puducherry,Vocational Education,443.02,12.93,174.53,6.42
2020-21,Puducherry,Monitoring of the Scheme,4.8,0.14,4.78,0.18
2020-21,Puducherry,Program Management,202.93,5.92,129.37,4.76
2020-21,Puducherry,Total of all Major Components,3427.34,100.0,2717.54,100.0
2020-21,Puducherry,RTE Entitlements,467.16,13.63,467.16,17.19
2020-21,Puducherry,Sports & Physical Education,49.25,1.44,49.25,1.81
2020-21,Puducherry,Quality Interventions,1918.92,55.99,1636.03,60.2
2020-21,Punjab,Monitoring of the Scheme,120.4,0.07,105.29,0.1
2020-21,Punjab,Access & Retention,46107.29,26.68,14636.22,13.26
2020-21,Punjab,RTE Entitlements,14212.77,8.22,10621.8,9.63
2020-21,Punjab,Quality Interventions,51053.42,29.54,34295.85,31.08
2020-21,Punjab,Sports & Physical Education,1823.15,1.05,1822.65,1.65
2020-21,Punjab,Teacher Education,3489.82,2.02,1469.02,1.33
2020-21,Punjab,Financial Support for Teachers,30229.8,17.49,26719.8,24.21
2020-21,Punjab,Gender & Equity,4109.72,2.38,2608.7,2.36
2020-21,Punjab,Inclusive Education,2362.06,1.37,2258.59,2.05
2020-21,Punjab,Program Management,4165.84,2.41,5255.02,4.76
2020-21,Punjab,Total of all Major Components,172841.63,100.0,110355.37,100.0
2020-21,Punjab,Vocational Education,15167.34,8.78,10562.44,9.57
2020-21,Rajasthan,Vocational Education,12087.2,1.97,11406.24,2.7
2020-21,Rajasthan,Total of all Major Components,613148.02,100.0,422205.56,100.0
2020-21,Rajasthan,Inclusive Education,2018.87,0.33,1589.25,0.38
2020-21,Rajasthan,Gender & Equity,33543.56,5.47,24993.71,5.92
2020-21,Rajasthan,Financial Support for Teachers,269824.8,44.01,205652.4,48.71
2020-21,Rajasthan,Sports & Physical Education,7267.89,1.19,5334.42,1.26
2020-21,Rajasthan,Quality Interventions,123840.26,20.2,71339.21,16.9
2020-21,Rajasthan,RTE Entitlements,47859.0,7.81,44998.48,10.66
2020-21,Rajasthan,Access & Retention,63072.22,10.29,30887.76,7.32
2020-21,Rajasthan,Monitoring of the Scheme,328.9,0.05,328.9,0.08
2020-21,Rajasthan,Program Management,41985.26,6.85,20105.03,4.76
2020-21,Rajasthan,Teacher Education,11320.05,1.85,5570.16,1.32
2020-21,Sikkim,Quality Interventions,7384.46,38.38,4181.89,36.5
2020-21,Sikkim,Sports & Physical Education,86.55,0.45,86.55,0.76
2020-21,Sikkim,Access & Retention,2630.66,13.67,1042.95,9.1
2020-21,Sikkim,RTE Entitlements,513.94,2.67,508.4,4.44
2020-21,Sikkim,Program Management,1520.61,7.9,545.61,4.76
2020-21,Sikkim,Monitoring of the Scheme,6.35,0.03,2.54,0.02
2020-21,Sikkim,Total of all Major Components,19238.73,100.0,11457.8,100.0
2020-21,Sikkim,Inclusive Education,241.57,1.26,197.63,1.72
2020-21,Sikkim,Gender & Equity,475.97,2.47,462.26,4.03
2020-21,Sikkim,Financial Support for Teachers,2005.56,10.42,1812.36,15.82
2020-21,Sikkim,Teacher Education,1211.97,6.3,538.34,4.7
2020-21,Sikkim,Vocational Education,3161.08,16.43,2079.27,18.15
2020-21,Tamil Nadu,Vocational Education,3349.24,0.78,2356.5,0.75
2020-21,Tamil Nadu,Total of all Major Components,431577.28,100.0,316161.04,100.0
2020-21,Tamil Nadu,Program Management,22399.43,5.19,15055.29,4.76
2020-21,Tamil Nadu,Monitoring of the Scheme,243.59,0.06,243.59,0.08
2020-21,Tamil Nadu,Inclusive Education,8366.96,1.94,7599.4,2.4
2020-21,Tamil Nadu,Sports & Physical Education,3456.05,0.8,3424.25,1.08
2020-21,Tamil Nadu,Financial Support for Teachers,133929.76,31.03,112102.56,35.46
2020-21,Tamil Nadu,Teacher Education,13743.99,3.18,7009.15,2.22
2020-21,Tamil Nadu,Quality Interventions,106088.59,24.58,83505.69,26.41
2020-21,Tamil Nadu,RTE Entitlements,58911.2,13.65,46629.26,14.75
2020-21,Tamil Nadu,Access & Retention,74712.71,17.31,32471.34,10.27
2020-21,Tamil Nadu,Gender & Equity,6375.76,1.48,5764.02,1.82
2020-21,Telangana,Total of all Major Components,187357.05,100.0,150415.86,100.0
2020-21,Telangana,Program Management,10352.51,5.53,7162.84,4.76
2020-21,Telangana,Monitoring of the Scheme,327.83,0.17,131.13,0.09
2020-21,Telangana,Vocational Education,3688.32,1.97,3419.97,2.27
2020-21,Telangana,Inclusive Education,1382.4,0.74,1217.51,0.81
2020-21,Telangana,Gender & Equity,61982.49,33.08,59644.22,39.65
2020-21,Telangana,Sports & Physical Education,2935.1,1.57,2935.1,1.95
2020-21,Telangana,Teacher Education,2567.22,1.37,1542.92,1.03
2020-21,Telangana,Quality Interventions,40196.31,21.45,32392.3,21.54
2020-21,Telangana,RTE Entitlements,21012.91,11.22,20640.22,13.72
2020-21,Telangana,Access & Retention,10564.28,5.64,6151.21,4.09
2020-21,Telangana,Financial Support for Teachers,32347.68,17.27,15178.44,10.09
2020-21,Tripura,Access & Retention,2987.37,7.0,2152.33,7.0
2020-21,Tripura,RTE Entitlements,4151.89,9.73,4151.49,13.5
2020-21,Tripura,Quality Interventions,15378.09,36.02,8534.26,27.75
2020-21,Tripura,Teacher Education,1597.25,3.74,1229.95,4.0
2020-21,Tripura,Financial Support for Teachers,11850.0,27.76,10218.0,33.22
2020-21,Tripura,Sports & Physical Education,477.7,1.12,470.7,1.53
2020-21,Tripura,Inclusive Education,383.0,0.9,259.98,0.85
2020-21,Tripura,Vocational Education,1341.4,3.14,842.46,2.74
2020-21,Tripura,Monitoring of the Scheme,14.21,0.03,14.22,0.05
2020-21,Tripura,Program Management,2578.39,6.04,1464.48,4.76
2020-21,Tripura,Total of all Major Components,42690.4,100.0,30754.19,100.0
2020-21,Tripura,Gender & Equity,1931.1,4.52,1416.31,4.61
2020-21,Uttar Pradesh,Access & Retention,182957.14,17.22,86954.53,9.65
2020-21,Uttar Pradesh,Quality Interventions,125814.87,11.84,109482.86,12.15
2020-21,Uttar Pradesh,Sports & Physical Education,558.75,0.05,558.75,0.06
2020-21,Uttar Pradesh,Teacher Education,18841.9,1.77,10952.06,1.22
2020-21,Uttar Pradesh,Financial Support for Teachers,444791.9,41.87,415539.65,46.13
2020-21,Uttar Pradesh,Gender & Equity,70471.7,6.63,64288.19,7.14
2020-21,Uttar Pradesh,Inclusive Education,7265.04,0.68,7265.04,0.81
2020-21,Uttar Pradesh,Vocational Education,1202.0,0.11,1202.0,0.13
2020-21,Uttar Pradesh,Monitoring of the Scheme,882.61,0.08,882.61,0.1
2020-21,Uttar Pradesh,RTE Entitlements,169972.1,16.0,160767.92,17.85
2020-21,Uttar Pradesh,Total of all Major Components,1062390.62,100.0,900788.28,100.0
2020-21,Uttar Pradesh,Program Management,39632.6,3.73,42894.68,4.76
2020-21,Uttarakhand,Access & Retention,20459.04,18.86,7896.27,12.09
2020-21,Uttarakhand,Program Management,7122.18,6.57,3109.2,4.76
2020-21,Uttarakhand,Monitoring of the Scheme,46.51,0.04,46.51,0.07
2020-21,Uttarakhand,Vocational Education,1194.75,1.1,888.75,1.36
2020-21,Uttarakhand,Inclusive Education,403.75,0.37,378.89,0.58
2020-21,Uttarakhand,Total of all Major Components,108463.03,100.0,65293.11,100.0
2020-21,Uttarakhand,Financial Support for Teachers,11128.8,10.26,5572.8,8.54
2020-21,Uttarakhand,Teacher Education,7886.74,7.27,2857.14,4.38
2020-21,Uttarakhand,Sports & Physical Education,1433.2,1.32,1432.45,2.19
2020-21,Uttarakhand,Quality Interventions,33576.03,30.96,19514.27,29.89
2020-21,Uttarakhand,RTE Entitlements,22852.49,21.07,21553.66,33.01
2020-21,Uttarakhand,Gender & Equity,2359.53,2.18,2043.18,3.13
2020-21,West Bengal,Access & Retention,86067.86,11.07,12559.3,3.03
2020-21,West Bengal,RTE Entitlements,67901.71,8.73,65944.07,15.9
2020-21,West Bengal,Quality Interventions,120828.17,15.54,62479.53,15.07
2020-21,West Bengal,Sports & Physical Education,6336.9,0.81,6206.8,1.5
2020-21,West Bengal,Teacher Education,2466.65,0.32,1699.25,0.41
2020-21,West Bengal,Inclusive Education,7835.85,1.01,4810.17,1.16
2020-21,West Bengal,Gender & Equity,139320.4,17.92,4960.94,1.2
2020-21,West Bengal,Vocational Education,10728.61,1.38,9528.35,2.3
2020-21,West Bengal,Monitoring of the Scheme,363.92,0.05,330.45,0.08
2020-21,West Bengal,Total of all Major Components,777601.98,100.0,414698.75,100.0
2020-21,West Bengal,Financial Support for Teachers,302378.57,38.89,226432.32,54.6
2020-21,West Bengal,Program Management,33373.34,4.29,19747.56,4.76
2021-22,Andaman and Nicobar Islands,Program Management,460.6,7.54,255.53,4.76
2021-22,Andaman and Nicobar Islands,Quality Interventions,2977.26,48.74,1940.83,36.17
2021-22,Andaman and Nicobar Islands,Sports & Physical Education,37.1,0.61,37.1,0.69
2021-22,Andaman and Nicobar Islands,Teacher Education,61.6,1.01,61.6,1.15
2021-22,Andaman and Nicobar Islands,Financial Support for Teachers,0.0,0.0,1478.94,27.56
2021-22,Andaman and Nicobar Islands,Gender & Equity,35.43,0.58,20.83,0.39
2021-22,Andaman and Nicobar Islands,Inclusive Education,87.46,1.43,69.17,1.29
2021-22,Andaman and Nicobar Islands,Vocational Education,1501.19,24.58,746.23,13.91
2021-22,Andaman and Nicobar Islands,Monitoring of the Scheme,3.41,0.06,1.36,0.03
2021-22,Andaman and Nicobar Islands,Total of all Major Components,6107.83,100.0,5366.19,100.0
2021-22,Andaman and Nicobar Islands,RTE Entitlements,305.44,5.0,270.84,5.05
2021-22,Andaman and Nicobar Islands,Access & Retention,638.34,10.45,483.77,9.02
2021-22,Andhra Pradesh,Total of all Major Components,389809.83,100.0,216580.09,100.0
2021-22,Andhra Pradesh,RTE Entitlements,37380.57,9.59,31489.38,14.54
2021-22,Andhra Pradesh,Quality Interventions,133757.64,34.31,61132.64,28.23
2021-22,Andhra Pradesh,Sports & Physical Education,3863.4,0.99,3863.4,1.78
2021-22,Andhra Pradesh,Teacher Education,2896.2,0.74,981.98,0.45
2021-22,Andhra Pradesh,Access & Retention,118254.97,30.34,16687.56,7.71
2021-22,Andhra Pradesh,Gender & Equity,47251.97,12.12,34592.7,15.97
2021-22,Andhra Pradesh,Inclusive Education,6139.22,1.57,4940.46,2.28
2021-22,Andhra Pradesh,Vocational Education,13388.47,3.43,4726.19,2.18
2021-22,Andhra Pradesh,Monitoring of the Scheme,146.71,0.04,146.71,0.07
2021-22,Andhra Pradesh,Financial Support for Teachers,0.0,0.0,49240.2,22.74
2021-22,Andhra Pradesh,Program Management,26730.68,6.86,8778.87,4.05
2021-22,Arunachal Pradesh,Total of Monitoring of the Scheme,7.02,0.01,6.46,0.02
2021-22,Arunachal Pradesh,Total of Access & Retention,11065.13,20.36,5558.56,15.59
2021-22,Arunachal Pradesh,Total of RTE Entitlements,1904.7,3.5,1582.8,4.44
2021-22,Arunachal Pradesh,Total of Quality Interventions,9754.75,17.95,5606.13,15.73
2021-22,Arunachal Pradesh,Total of Sports & Physical Education,251.75,0.46,251.75,0.71
2021-22,Arunachal Pradesh,Total of Teacher Education,2052.03,3.78,1236.89,3.47
2021-22,Arunachal Pradesh,Total of Financial Support for Teachers,15562.8,28.63,15128.52,42.44
2021-22,Arunachal Pradesh,Total of Gender & Equity,6381.84,11.74,2912.45,8.17
2021-22,Arunachal Pradesh,Total of Inclusive Education,106.7,0.2,102.35,0.29
2021-22,Arunachal Pradesh,Total of Vocational Education,3907.92,7.19,1573.27,4.41
2021-22,Arunachal Pradesh,Total of Program Management,3360.0,6.18,1689.14,4.74
2021-22,Arunachal Pradesh,Total of all Major Components,54354.64,100.0,35648.31,100.0
2021-22,Assam,Total of all Major Components,219862.91,100.0,223660.11,100.0
2021-22,Assam,Access & Retention,20783.7,9.45,7305.29,3.27
2021-22,Assam,RTE Entitlements,48859.16,22.22,43407.03,19.41
2021-22,Assam,Quality Interventions,96647.07,43.96,70172.87,31.37
2021-22,Assam,Sports & Physical Education,3451.75,1.57,3451.75,1.54
2021-22,Assam,Teacher Education,6188.29,2.81,4562.83,2.04
2021-22,Assam,Financial Support for Teachers,0.0,0.0,65690.4,29.37
2021-22,Assam,Gender & Equity,15430.09,7.02,9319.88,4.17
2021-22,Assam,Inclusive Education,3838.32,1.75,3118.82,1.39
2021-22,Assam,Vocational Education,12032.68,5.47,6522.08,2.92
2021-22,Assam,Program Management,12281.05,5.59,9758.37,4.36
2021-22,Assam,Monitoring of the Scheme,350.8,0.16,350.79,0.16
2021-22,Bihar,Total of all Major Components,391955.45,100.0,673415.87,100.0
2021-22,Bihar,Monitoring of the Scheme,1233.78,0.31,1233.77,0.18
2021-22,Bihar,Inclusive Education,6129.21,1.56,5245.35,0.78
2021-22,Bihar,Gender & Equity,34542.59,8.81,20567.58,3.05
2021-22,Bihar,Financial Support for Teachers,0.0,0.0,360438.45,53.52
2021-22,Bihar,Teacher Education,1543.7,0.39,499.7,0.07
2021-22,Bihar,Sports & Physical Education,6152.5,1.57,6152.5,0.91
2021-22,Bihar,Quality Interventions,109350.17,27.9,102075.52,15.16
2021-22,Bihar,RTE Entitlements,172007.36,43.88,154650.1,22.97
2021-22,Bihar,Access & Retention,19654.15,5.01,2198.96,0.33
2021-22,Bihar,Program Management,38831.95,9.91,20000.0,2.97
2021-22,Bihar,Vocational Education,2510.06,0.64,353.94,0.05
2021-22,Chandigarh,Total of all Major Components,4460.06,100.0,9604.53,100.0
2021-22,Chandigarh,Financial Support for Teachers,0.0,0.0,6561.23,68.31
2021-22,Chandigarh,Program Management,332.86,7.46,280.38,2.92
2021-22,Chandigarh,Monitoring of the Scheme,5.3,0.12,4.77,0.05
2021-22,Chandigarh,Vocational Education,196.0,4.39,176.16,1.83
2021-22,Chandigarh,Inclusive Education,249.62,5.6,234.6,2.44
2021-22,Chandigarh,Gender & Equity,157.46,3.53,35.6,0.37
2021-22,Chandigarh,Teacher Education,21.09,0.47,21.09,0.22
2021-22,Chandigarh,Sports & Physical Education,49.4,1.11,24.95,0.26
2021-22,Chandigarh,Quality Interventions,2303.82,51.65,1415.58,14.74
2021-22,Chandigarh,Access & Retention,25.53,0.57,0.8,0.01
2021-22,Chandigarh,RTE Entitlements,1118.99,25.09,849.37,8.84
2021-22,Chhattisgarh,RTE Entitlements,40797.75,18.08,33020.65,24.95
2021-22,Chhattisgarh,Sports & Physical Education,3997.15,1.77,3997.15,3.02
2021-22,Chhattisgarh,Teacher Education,6843.34,3.03,2627.87,1.99
2021-22,Chhattisgarh,Financial Support for Teachers,0.0,0.0,7552.61,5.71
2021-22,Chhattisgarh,Gender & Equity,15870.26,7.03,6288.97,4.75
2021-22,Chhattisgarh,Inclusive Education,1385.06,0.61,1020.86,0.77
2021-22,Chhattisgarh,Total of all Major Components,225590.42,100.0,132324.84,100.0
2021-22,Chhattisgarh,Monitoring of the Scheme,113.54,0.05,81.6,0.06
2021-22,Chhattisgarh,Program Management,13352.27,5.92,5486.69,4.15
2021-22,Chhattisgarh,Access & Retention,51106.5,22.65,19974.5,15.1
2021-22,Chhattisgarh,Quality Interventions,77644.19,34.42,47589.64,35.96
2021-22,Chhattisgarh,Vocational Education,14480.36,6.42,4684.3,3.54
2021-22,Daman and Diu and Dadra and Nagar Haveli,Sports & Physical Education,37.55,0.75,37.55,0.66
2021-22,Daman and Diu and Dadra and Nagar Haveli,Access & Retention,812.94,16.2,82.72,1.46
2021-22,Daman and Diu and Dadra and Nagar Haveli,RTE Entitlements,547.69,10.92,491.75,8.67
2021-22,Daman and Diu and Dadra and Nagar Haveli,Quality Interventions,2370.86,47.26,1312.87,23.16
2021-22,Daman and Diu and Dadra and Nagar Haveli,Teacher Education,340.95,6.8,135.64,2.39
2021-22,Daman and Diu and Dadra and Nagar Haveli,Monitoring of the Scheme,2.45,0.05,2.45,0.04
2021-22,Daman and Diu and Dadra and Nagar Haveli,Gender & Equity,153.77,3.07,88.18,1.56
2021-22,Daman and Diu and Dadra and Nagar Haveli,Inclusive Education,134.27,2.68,94.37,1.66
2021-22,Daman and Diu and Dadra and Nagar Haveli,Vocational Education,313.58,6.25,108.33,1.91
2021-22,Daman and Diu and Dadra and Nagar Haveli,Total of all Major Components,5016.96,100.0,5668.83,100.0
2021-22,Daman and Diu and Dadra and Nagar Haveli,Program Management,302.9,6.04,269.94,4.76
2021-22,Daman and Diu and Dadra and Nagar Haveli,Financial Support for Teachers,0.0,0.0,3045.02,53.72
2021-22,Delhi,Total of all Major Components,100221.26,100.0,47773.49,100.0
2021-22,Delhi,Program Management,2161.16,2.16,2161.16,4.52
2021-22,Delhi,Access & Retention,20759.18,20.71,504.29,1.06
2021-22,Delhi,RTE Entitlements,31153.83,31.09,20454.74,42.82
2021-22,Delhi,Teacher Education,4265.96,4.26,1119.0,2.34
2021-22,Delhi,Sports & Physical Education,348.1,0.35,346.35,0.72
2021-22,Delhi,Financial Support for Teachers,0.0,0.0,5197.87,10.88
2021-22,Delhi,Vocational Education,2638.39,2.63,991.5,2.08
2021-22,Delhi,Gender & Equity,356.44,0.36,45.57,0.1
2021-22,Delhi,Quality Interventions,33170.63,33.1,11824.12,24.75
2021-22,Delhi,Inclusive Education,5242.15,5.23,5003.45,10.47
2021-22,Delhi,Monitoring of the Scheme,125.42,0.13,125.42,0.26
2021-22,Goa,Teacher Education,457.66,6.38,285.44,7.31
2021-22,Goa,Total of all Major Components,7171.53,100.0,3904.55,100.0
2021-22,Goa,Program Management,464.16,6.47,166.85,4.27
2021-22,Goa,Monitoring of the Scheme,5.64,0.08,5.64,0.14
2021-22,Goa,Vocational Education,2299.81,32.07,757.52,19.4
2021-22,Goa,Inclusive Education,163.74,2.28,121.02,3.1
2021-22,Goa,Gender & Equity,97.65,1.36,59.68,1.53
